House or Senate,Date,Time Convened,Time Adjourned,Time in Session (minutes),"Working Day? (x = working day, pf = pro forma, NS = not in session)",Scraped adjournment string,url,Time in Session,Working Day?
House,9/12/24,09:00AM,12:47PM,227,x,Adjournment: The House met at 9 a.m. and adjourned at 12:47 p.m. ,https://www.congress.gov/congressional-record/2024/9/12/daily-digest,,
Senate,9/16/24,15:00PM,20:00PM,300,x,Adjournment: Senate convened at 3 p.m. and adjourned at 8 p.m. until 10 a.m. on Tuesday September 17 2024. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/9/16/daily-digest,,
House,9/16/24,16:00PM,16:03PM,3,pf,Adjournment:  The House met at 4 p.m. and adjourned at 4:03 p.m.   ,https://www.congress.gov/congressional-record/2024/9/16/daily-digest,,
Senate,9/17/24,10:00AM,19:34PM,574,x,Adjournment: Senate convened at 10 a.m. and adjourned at 7:34 p.m. until 10 a.m. on Wednesday September 18 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/9/17/daily-digest,,
House,9/17/24,12:00PM,21:56PM,596,x,Adjournment: The House met at 12 p.m. and adjourned at 9:56 p.m. ,https://www.congress.gov/congressional-record/2024/9/17/daily-digest,,
Senate,9/18/24,10:00 AM,7:22 PM,9:22,x,.),https://www.congress.gov/congressional-record/2024/9/18/daily-digest,,
House,9/18/24,10:00AM,20:39PM,639,x,.Adjournment: The House met at 10 a.m. and adjourned at 8:39 p.m.,https://www.congress.gov/congressional-record/2024/9/18/daily-digest,,
Senate,9/19/24,10:00 AM,3:53 PM,5:53,x,,https://www.congress.gov/congressional-record/2024/9/19/daily-digest,,
House,9/19/24,10:00AM,19:58PM,598,x,Adjournment: The House met at 10 a.m. and adjourned at 7:58 p.m.  ,https://www.congress.gov/congressional-record/2024/9/19/daily-digest,,
Senate,9/20/24,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Monday September 23 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/9/20/daily-digest,,
House,9/20/24,09:00AM,14:09PM,309,x,Adjournment: The House met at 9 a.m. and adjourned at 2:09 p.m. ,https://www.congress.gov/congressional-record/2024/9/20/daily-digest,,
Senate,9/23/24,15:00PM,18:27PM,207,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:27 p.m. until 10 a.m. on Tuesday September 24 2024. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/9/23/daily-digest,,
House,9/23/24,12:00PM,20:39PM,519,x,Adjournment: The House met at 12 p.m. and adjourned at 8:39 p.m.,https://www.congress.gov/congressional-record/2024/9/23/daily-digest,,
Senate,9/24/24,10:00AM,19:56PM,596,x,Adjournment: Senate convened at 10 a.m. and adjourned at 7:56 p.m. until 10 a.m. on Wednesday September 25 2024. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/9/24/daily-digest,,
House,9/24/24,10:00AM,21:47PM,707,x,Adjournment: The House met at 10 a.m. and adjourned at 9:47 p.m.,https://www.congress.gov/congressional-record/2024/9/24/daily-digest,,
Senate,9/25/24,10:00 AM,9:48 PM,11:48,x,,https://www.congress.gov/congressional-record/2024/9/25/daily-digest,,
House,9/25/24,10:00AM,20:49PM,649,x,Adjournment: The House met at 10 a.m. and adjourned at 8:49 p.m.,https://www.congress.gov/congressional-record/2024/9/25/daily-digest,,
Senate,9/27/24,,,,pf,The Senate met at 10:00:01 a.m. in pro forma session and adjourned at 10:01:33 a.m. until 10 a.m. on Tuesday October 1 2024.A unanimous-consent agreement was reached providing that notwithstanding the order of Wednesday September 25 2024 that when the Senate adjourns it next convene at 10 a.m. on Tuesday October 1 2024 and not convene at 1 p.m. as previously ordered and that all other provisions remain in effect.,https://www.congress.gov/congressional-record/2024/9/27/daily-digest,,
House,9/27/24,10:00AM,10:04AM,4,pf,Adjournment:  The House met at 10 a.m. and adjourned at 10:04 a.m.,https://www.congress.gov/congressional-record/2024/9/27/daily-digest,,
Senate,10/1/24,,,,pf,The Senate met at 10:01:17 a.m. in pro forma session and adjourned at 10:01:50 a.m. until 10 a.m. on Friday October 4 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/1/daily-digest,,
House,10/1/24,11:00AM,11:02AM,2,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:02 a.m. ,https://www.congress.gov/congressional-record/2024/10/1/daily-digest,,
Senate,10/4/24,,,,pf,The Senate met at 10:00:02 a.m. in pro forma session and adjourned at 10:00:32 a.m. until 2:30 p.m. on Tuesday October 8 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/4/daily-digest,,
House,10/4/24,15:30PM,15:32PM,2,pf,Adjournment: The House met at 3:30 p.m. and adjourned at 3:32 p.m.     ,https://www.congress.gov/congressional-record/2024/10/4/daily-digest,,
Senate,10/8/24,,,,pf,The Senate met at 2:30:01 p.m. in pro forma session and adjourned at 2:30:36 p.m. until 8:30 a.m. on Friday October 11 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/8/daily-digest,,
House,10/8/24,09:00AM,09:03AM,3,pf,Adjournment: The House met at 9 a.m. and adjourned at 9:03 a.m.  ,https://www.congress.gov/congressional-record/2024/10/8/daily-digest,,
Senate,10/11/24,,,,pf,The Senate met at 8:35:58 a.m. in pro forma session and adjourned at 8:36:28 a.m. until 1:30 p.m. on Tuesday October 15 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/11/daily-digest,,
House,10/11/24,13:00PM,13:02PM,2,pf,Adjournment: The House met at 1 p.m. and adjourned at 1:02 p.m.,https://www.congress.gov/congressional-record/2024/10/11/daily-digest,,
Senate,10/1/24,,,,,The Senate met at 10:01:17 a.m. in pro forma session and adjourned at 10:01:50 a.m. until 10 a.m. on Friday October 4 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/1/daily-digest,,pf
House,10/1/24,11:00AM,11:02AM,,,Adjournment: The House met at 11 a.m. and adjourned at 11:02 a.m.,https://www.congress.gov/congressional-record/2024/10/1/daily-digest,2.0,pf
Senate,10/4/24,,,,,The Senate met at 10:00:02 a.m. in pro forma session and adjourned at 10:00:32 a.m. until 2:30 p.m. on Tuesday October 8 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/4/daily-digest,,pf
House,10/4/24,15:30PM,15:32PM,,,Adjournment: The House met at 3:30 p.m. and adjourned at 3:32 p.m.,https://www.congress.gov/congressional-record/2024/10/4/daily-digest,2.0,pf
Senate,10/8/24,,,,,The Senate met at 2:30:01 p.m. in pro forma session and adjourned at 2:30:36 p.m. until 8:30 a.m. on Friday October 11 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/8/daily-digest,,pf
House,10/8/24,09:00AM,09:03AM,,,Adjournment: The House met at 9 a.m. and adjourned at 9:03 a.m.,https://www.congress.gov/congressional-record/2024/10/8/daily-digest,3.0,pf
Senate,10/11/24,,,,,The Senate met at 8:35:58 a.m. in pro forma session and adjourned at 8:36:28 a.m. until 1:30 p.m. on Tuesday October 15 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/11/daily-digest,,pf
House,10/11/24,13:00PM,13:02PM,,,Adjournment: The House met at 1 p.m. and adjourned at 1:02 p.m.,https://www.congress.gov/congressional-record/2024/10/11/daily-digest,2.0,pf
Senate,10/15/24,,,,,The Senate met at 1:30:01 p.m. in pro forma session and adjourned at 1:30:40 p.m. until 10 a.m. on Friday October 18 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/15/daily-digest,,pf
House,10/15/24,10:00AM,10:03AM,,,Adjournment: The House met at 10 a.m. and adjourned at 10:03 a.m.,https://www.congress.gov/congressional-record/2024/10/15/daily-digest,3.0,pf
Senate,10/18/24,,,,,The Senate met at 10:02:18 a.m. in pro forma session and adjourned at 10:02:47 a.m. until 8 a.m. on Tuesday October 22 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/18/daily-digest,,pf
House,10/18/24,10:30AM,10:32AM,,,Adjournment: The House met at 10:30 a.m. and adjourned at 10:32 a.m.,https://www.congress.gov/congressional-record/2024/10/18/daily-digest,2.0,pf
Senate,10/22/24,,,,,The Senate met at 8:00:04 a.m. in pro forma session and adjourned at 8:00:34 a.m. until 10:30 a.m. on Friday October 25 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/22/daily-digest,,pf
House,10/22/24,11:00AM,11:03AM,,,Adjournment: The House met at 11 a.m. and adjourned at 11:03 a.m.,https://www.congress.gov/congressional-record/2024/10/22/daily-digest,3.0,pf
Senate,10/25/24,,,,,The Senate met at 10:31:00 a.m. in pro forma session and adjourned at 10:31:33 a.m. until 9:30 a.m. on Tuesday October 29 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/25/daily-digest,,pf
House,10/25/24,11:00AM,11:02AM,,,Adjournment: The House met at 11 a.m. and adjourned at 11:02 a.m.,https://www.congress.gov/congressional-record/2024/10/25/daily-digest,2.0,pf
Senate,10/29/24,,,,,The Senate met at 9:30:08 a.m. in pro forma session and adjourned at 9:30:37 a.m. until 11:30 a.m. on Friday November 1 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/29/daily-digest,,pf
House,10/29/24,14:00PM,14:02PM,,,Adjournment: The House met at 2 p.m. and adjourned at 2:02 p.m.,https://www.congress.gov/congressional-record/2024/10/29/daily-digest,2.0,pf
Senate,11/1/24,,,,,The Senate met at 11:30:01 a.m. in pro forma session and adjourned at 11:30:35 a.m. until 11 a.m. on Monday November 4 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/1/daily-digest,,pf
House,11/1/24,14:00PM,14:02PM,,,Adjournment: The House met at 2 p.m. and adjourned at 2:02 p.m.,https://www.congress.gov/congressional-record/2024/11/1/daily-digest,2.0,pf
Senate,11/4/24,,,,,The Senate met at 11:00:01 a.m. in pro forma session and adjourned at 11:00:37 a.m. until 12 noon on Wednesday November 6 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/4/daily-digest,,pf
House,11/4/24,,,,,The House was not in session today. The House will meet in Pro Forma session at 5 p.m. on Tuesday November 5 2024.No hearings were held.,https://www.congress.gov/congressional-record/2024/11/4/daily-digest,,NS
Senate,11/5/24,,,,,The Senate was not in session and stands adjourned until 12 noon on Wednesday November 6 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/5/daily-digest,,NS
House,11/5/24,17:00PM,17:06PM,,,Adjournment: The House met at 5 p.m. and adjourned at 5:06 p.m.,https://www.congress.gov/congressional-record/2024/11/5/daily-digest,6.0,pf
Senate,11/6/24,,,,,The Senate met at 12 p.m. in pro forma session and adjourned at 12:00:31 p.m. until 12 noon on Friday November 8 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/6/daily-digest,,pf
House,11/6/24,,,,,The House was not in session today. The House will meet in Pro Forma session at 9:30 a.m. on Friday November 8 2024.No hearings were held.,https://www.congress.gov/congressional-record/2024/11/6/daily-digest,,NS
Senate,11/8/24,,,,,The Senate met at 12:00:02 p.m. in pro forma session and adjourned at 12:00:30 p.m. until 3 p.m. on Tuesday November 12 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/8/daily-digest,,pf
House,11/8/24,09:30AM,09:32AM,,,Adjournment: The House met at 9:30 a.m. and adjourned at 9:32 a.m.,https://www.congress.gov/congressional-record/2024/11/8/daily-digest,2.0,pf
Senate,11/12/24,15:00PM,18:56PM,,,Adjournment: Senate convened at 3 p.m. and adjourned at 6:56 p.m. until 12 noon on Wednesday November 13 2024. (For Senates program see the remarks of the Majority Leader in todays Record on,https://www.congress.gov/congressional-record/2024/11/12/daily-digest,236.0,x
House,11/12/24,12:00PM,20:24PM,,,Adjournment: The House met at 12 p.m. and adjourned at 8:24 p.m.,https://www.congress.gov/congressional-record/2024/11/12/daily-digest,504.0,x
Senate,11/13/24,12:00 PM,6:44 PM,,,"Senate convened at 12 noon and adjourned at 6:44 p.m.,",https://www.congress.gov/congressional-record/2024/11/13/daily-digest,404.0,x
House,11/13/24,10:00AM,15:15PM,,,Adjournment: The House met at 10 a.m. and adjourned at 3:15 p.m.,https://www.congress.gov/congressional-record/2024/11/13/daily-digest,315.0,x
Senate,11/14/24,10:00AM,15:47PM,,,Adjournment: Senate convened at 10 a.m. and adjourned at 3:47 p.m. until 3 p.m. on Monday November 18 2024. (For Senates program see the remarks of the Majority Leader in todays Record on,https://www.congress.gov/congressional-record/2024/11/14/daily-digest,347.0,x
House,11/14/24,10:00AM,15:24PM,,,Adjournment: The House met at 10 a.m. and adjourned at 3:24 p.m.,https://www.congress.gov/congressional-record/2024/11/14/daily-digest,324.0,x
Senate,11/15/24,,,,,The Senate was not in session and stands adjourned until 3 p.m. on Monday November 18 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/15/daily-digest,,NS
House,11/15/24,09:00AM,10:44AM,,,Adjournment: The House met at 9 a.m. and adjourned at 10:44 a.m.,https://www.congress.gov/congressional-record/2024/11/15/daily-digest,104.0,x
Senate,11/18/24,15:00PM,23:55PM,,,Adjournment: Senate convened at 3 p.m. and adjourned at 11:55 p.m. until 10 a.m. on Tuesday November 19 2024. (For Senates program see the remarks of the Majority Leader in todays Record on,https://www.congress.gov/congressional-record/2024/11/18/daily-digest,535.0,x
House,11/18/24,12:00PM,19:37PM,,,Adjournment: The House met at 12 p.m. and adjourned at 7:37 p.m.,https://www.congress.gov/congressional-record/2024/11/18/daily-digest,457.0,x
Senate,11/19/24,10:00 AM,7:40 PM,,,"Senate convened at 10 a.m. and adjourned, as a further mark of respect to the memory of the late Daniel J. Evans, former Senator for the State of Washington, in accordance withÊS. Res. 872, at 7:40 p.m.,Ê",https://www.congress.gov/congressional-record/2024/11/19/daily-digest,580.0,x
House,11/19/24,10:00AM,18:47PM,,,Adjournment: The House met at 10 a.m. and adjourned at 6:47 p.m.,https://www.congress.gov/congressional-record/2024/11/19/daily-digest,527.0,x
Senate,11/20/24,10:00 AM,12:34 AM,,,"Senate convened at 10 a.m., on Wednesday, November 20, 2024, and adjourned, as a further mark of respect to the memory of the late Timothy Peter Johnson, former Senator for the State of North Dakota, in accordance withÊS. Res. 902, at 12:34 a.m.,Ê",https://www.congress.gov/congressional-record/2024/11/20/daily-digest,,x
House,11/20/24,10:00AM,19:15PM,,,Adjournment: The House met at 10 a.m. and adjourned at 7:15 p.m.,https://www.congress.gov/congressional-record/2024/11/20/daily-digest,555.0,x
Senate,11/21/24,10:00AM,16:48PM,,,Adjournment: Senate convened at 10 a.m. and adjourned at 4:48 p.m. until 12 noon on Friday November 22 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on,https://www.congress.gov/congressional-record/2024/11/21/daily-digest,408.0,x
House,11/21/24,09:00AM,13:41PM,,,Adjournment: The House met at 9 a.m. and adjourned at 1:41 p.m.,https://www.congress.gov/congressional-record/2024/11/21/daily-digest,281.0,x
Senate,11/22/24,,,,,The Senate met at 12:00:01 p.m. in pro forma session and adjourned at 12:00:33 p.m. until 10 a.m. on Tuesday November 26 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/22/daily-digest,,pf
House,11/22/24,13:00PM,13:04PM,,,Adjournment: The House met at 1 p.m. and adjourned at 1:04 p.m.,https://www.congress.gov/congressional-record/2024/11/22/daily-digest,4.0,pf
Senate,11/26/24,,,,,The Senate met at 10:00:05 a.m. in pro forma session and adjourned at 10:00:36 a.m. until 9 a.m. on Friday November 29 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/26/daily-digest,,pf
House,11/26/24,09:00AM,09:02AM,,,Adjournment: The House met at 9 a.m. and adjourned at 9:02 a.m.,https://www.congress.gov/congressional-record/2024/11/26/daily-digest,2.0,pf
Senate,11/29/24,,,,,The Senate met at 9:00:01 a.m. in pro forma session and adjourned at 9:00:28 a.m. until 3 p.m. on Monday December 2 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/29/daily-digest,,pf
